year,month,day,data,median,LB,UB
2024,5,4,1.29591909171797,0.295919091717967,0.295919091717967,0.295919091717967
2024,5,11,1.25869361533985,0.956383914649971,0.418845393788718,1.44874859608385
2024,5,18,1.30179462462177,1.02142330097441,0.535756531283591,1.49267334456018
2024,5,25,1.30798546,1.08558650047004,0.607617152513447,1.52861710386235
2024,6,1,1.30800216009253,1.17927485137234,0.71944184177636,1.61981469022459
2024,6,8,1.28423471998875,1.28770826521591,0.856051041252132,1.73203177750198
2024,6,15,1.63263759500072,1.44025071451391,1.00276859388353,1.88987882258107
2024,6,22,1.80186456933786,1.63147040427636,1.19252522630886,2.07169128735169
2024,6,29,2.6584696820679,1.86165086600899,1.41526715808598,2.3225579421313
2024,7,6,2.77001462623385,2.1574038178389,1.70463208932427,2.63335801292043
2024,7,13,3.44493098951627,2.5317077490989,2.07291389216169,2.9897764234726
2024,7,20,3.91679831785489,2.97596704838364,2.52653718961763,3.45494592505922
2024,7,27,4.30234435714413,3.51287187246555,3.02594165869479,4.00003530715919
2024,8,3,5.37872567748588,4.09716338329755,3.62337640727607,4.58068131743334
2024,8,10,5.9867173603643,4.77143888688151,4.27846261426549,5.25654403569483
2024,8,17,6.565073636,5.47660329459845,4.97888343039512,5.97571060494553
2024,8,24,NaN,6.19437693755521,5.68174337140646,6.73273883776739
2024,8,31,NaN,6.86647026231083,6.25847916476625,7.58253385781656
