means,lower.10.,lower.20.,lower.30.,lower.40.,lower.50.,lower.60.,lower.70.,lower.80.,lower.90.,lower.95.,lower.98.,upper.10.,upper.20.,upper.30.,upper.40.,upper.50.,upper.60.,upper.70.,upper.80.,upper.90.,upper.95.,upper.98.
8.24,8.12,7.99,7.86,7.73,7.58,7.42,7.23,7,6.64,6.34,5.98,8.36,8.48,8.61,8.75,8.89,9.05,9.24,9.48,9.83,10.14,10.49
8.29,8.18,8.08,7.97,7.86,7.73,7.6,7.44,7.23,6.93,6.68,6.37,8.39,8.5,8.6,8.72,8.84,8.98,9.14,9.34,9.64,9.9,10.2
8.34,8.25,8.16,8.07,7.97,7.87,7.76,7.62,7.45,7.2,6.98,6.73,8.42,8.51,8.6,8.7,8.8,8.92,9.05,9.22,9.48,9.69,9.95
8.39,8.31,8.24,8.16,8.08,7.99,7.89,7.78,7.63,7.42,7.23,7.02,8.46,8.54,8.61,8.7,8.78,8.88,9,9.14,9.36,9.54,9.76
8.44,8.37,8.3,8.23,8.16,8.08,7.99,7.89,7.76,7.57,7.4,7.2,8.5,8.57,8.64,8.71,8.79,8.88,8.99,9.12,9.31,9.47,9.67
8.49,8.42,8.35,8.28,8.21,8.13,8.04,7.94,7.81,7.62,7.45,7.25,8.55,8.62,8.69,8.76,8.84,8.93,9.04,9.17,9.36,9.52,9.72
8.54,8.46,8.39,8.31,8.23,8.14,8.04,7.93,7.78,7.57,7.38,7.17,8.61,8.69,8.76,8.85,8.93,9.03,9.15,9.29,9.5,9.69,9.91
8.59,8.5,8.41,8.32,8.22,8.12,8,7.87,7.7,7.45,7.23,6.98,8.67,8.76,8.85,8.95,9.05,9.17,9.3,9.47,9.72,9.94,10.2
8.64,8.53,8.43,8.32,8.2,8.08,7.94,7.78,7.58,7.28,7.02,6.72,8.74,8.84,8.95,9.07,9.19,9.33,9.49,9.69,9.99,10.25,10.55
8.69,8.56,8.44,8.31,8.18,8.03,7.87,7.68,7.44,7.09,6.79,6.43,8.81,8.93,9.06,9.19,9.34,9.5,9.69,9.93,10.28,10.59,10.94
8.74,8.59,8.45,8.3,8.14,7.98,7.79,7.57,7.29,6.88,6.53,6.11,8.88,9.02,9.17,9.33,9.5,9.68,9.9,10.18,10.59,10.94,11.36
8.79,8.62,8.46,8.29,8.11,7.91,7.7,7.45,7.13,6.66,6.26,5.78,8.95,9.11,9.28,9.46,9.66,9.87,10.12,10.44,10.91,11.32,11.79
