date,Midwest,National,Northeast,South,West,date_period
1/1/22,16.23587457814012,16.58028245038906,20.45275657827159,14.783633348979498,16.923724360486005,All Results
1/8/22,19.733570197429813,23.598746208872356,22.291833888036898,25.055680574093337,34.60105143455975,All Results
1/15/22,18.035032513236438,23.628985161173222,28.580094855465855,23.917722424847106,33.021622779241675,All Results
1/22/22,16.948687583412394,19.409683189177656,23.57253571859046,17.334435058285706,36.44049364871367,All Results
1/29/22,11.881812339253155,13.648388454781085,13.403670849982298,12.792861956296942,22.64087654516384,All Results
2/5/22,8.364985972675914,9.187502855189374,9.154445063144792,8.243572522755972,11.538962122836974,All Results
2/12/22,5.583365205809745,5.997169245,6.875762636729977,5.858119811,6.6169899090206385,All Results
2/19/22,4.017602916310168,3.8960223289267075,4.721872547244839,3.669477340676164,3.6125571083694625,All Results
2/26/22,2.616565876807136,2.616565876807136,3.424297609811217,2.372168652836635,2.2611753307280797,All Results
3/5/22,1.8637730009487308,1.7577525525163789,2.413702840741707,1.4770741638147173,1.4006695824646844,All Results
3/12/22,1.7601695918582578,1.4278788091710735,1.5996897797846095,1.1924367183676714,1.0510743236712616,All Results
3/19/22,1.3634828723887826,1.2077021953100222,1.3796093332848598,1.0673536066332765,0.9085788564187474,All Results
3/26/22,1.5003239241835122,1.264386272490948,3.6866276892497423,0.999234548,0.9051943461198892,All Results
4/2/22,1.2316667515426423,1.2369184924068346,4.531248281159188,1.1274291756710453,1.0799756313990425,All Results
4/9/22,1.4886774127172715,1.5638509478252263,6.267133922812533,1.4731517174581206,1.295587981727566,All Results
4/16/22,2.1005159966801794,2.1004228050514375,5.225776156167477,1.881165146419344,1.8736745370799333,All Results
4/23/22,2.8940821631548914,3.1318680742232607,7.544533584664063,2.859059113577659,2.87647504,All Results
4/30/22,4.293142656772163,3.8936382251003616,9.198803989679016,3.024244273094975,2.605781130142762,All Results
5/7/22,5.195443161774301,4.962156392743419,9.016624177547833,3.889026911194955,3.9965231960621947,All Results
5/14/22,6.505188768574751,5.761432519491494,5.775773654584254,4.821674193709051,5.219059012957839,All Results
5/21/22,6.969555320921522,6.677139967994596,7.281913030231275,6.192162254861464,5.961267249,All Results
5/28/22,7.265761119034902,7.108935382268134,6.617413716863831,6.8822237782030875,8.189266428483945,All Results
6/4/22,6.882122310131369,7.223816812,4.419682899139588,6.901681214,9.749288624,All Results
6/11/22,6.656302911368607,6.752891525772694,3.038041052210632,6.447990560040877,9.865396762524515,All Results
6/18/22,6.407392287749931,6.653377761104894,4.455739223728285,5.826518686057539,9.254954277202172,All Results
6/25/22,6.818424335755163,7.215239802528026,3.2198094428833093,6.231397556300024,10.889675270305345,All Results
7/2/22,7.540312261880711,7.919451471635691,4.238898318866143,6.347146266753201,11.79650200457106,All Results
7/9/22,9.487531436224664,9.272788031255578,5.111021588026128,8.258226498663921,12.266860428187332,All Results
7/16/22,8.694269987689653,9.018522631132036,5.758972929322409,9.219803699052214,10.959759531184494,All Results
