date,Midwest,National,Northeast,South,West,date_period
2022-01-01,16.149584255909726,17.194039732923144,20.326851464253714,14.624984507067124,17.641028237134947,All Results
2022-01-08,19.733570197429813,23.598746208872356,22.291833888036898,25.06350251123296,35.76881327074638,All Results
2022-01-15,18.035032513236438,23.426396105985575,28.580094855465855,23.628985161173222,34.891894290455355,All Results
2022-01-22,16.948687583412394,19.464151616342928,22.866680496981424,16.61173601394009,36.297086314549546,All Results
2022-01-29,11.881812339253155,13.779794534552098,13.403670849982298,12.534998283904217,23.217207681685046,All Results
2022-02-05,8.364985972675914,9.242844206403918,8.711943697614254,8.966078897333833,11.833179216723792,All Results
2022-02-12,5.567824077033309,5.946715921601042,6.875762636729977,5.163479111318087,6.6283044004497755,All Results
2022-02-19,4.017602916310168,3.9383261856093066,4.721872547244839,3.730379888538041,3.6901569412457547,All Results
2022-02-26,2.5793167221639823,2.564288781900234,3.350480143629312,2.372168652836635,2.3255895467359906,All Results
2022-03-05,1.8633290144940728,1.7104476832461553,2.1419572309553727,1.3242857088133517,1.4006695824646844,All Results
2022-03-12,1.7601695918582578,1.4752539346540514,1.5996996584519445,1.2274758558551624,1.0347001789534163,All Results
2022-03-19,1.3634828723887826,1.1999209455446675,1.3662876131193193,1.0366755022513607,0.880701511333042,All Results
2022-03-26,1.5003239241835122,1.253742419942571,3.5889351747586185,0.9984690954273481,0.9057829170282332,All Results
2022-04-02,1.2316667515426423,1.2316667515426423,4.531248281159188,1.1257860664621464,1.0594172839924851,All Results
2022-04-09,1.4886774127172715,1.5683057797859141,6.267133922812533,1.4473790426520172,1.3120527507417221,All Results
2022-04-16,2.1005159966801794,2.1004228050514375,5.095375319294923,1.7485824066562394,1.8822850282826071,All Results
2022-04-23,2.9854804444478322,3.200354147815596,7.544533584664063,2.8743975377928423,2.985208172412159,All Results
2022-04-30,4.306384803330092,3.8646794960798365,9.169819783599513,2.9358181627502553,2.6354152580414585,All Results
2022-05-07,5.194185202056868,4.942884814630867,9.017534274787259,3.901564470913086,4.019988844237302,All Results
2022-05-14,6.5093093400216695,5.812985351052783,5.762755239142125,4.837195189365214,5.219059012957839,All Results
2022-05-21,6.866884702714816,6.686787675266993,7.2955587760302665,6.104015818262104,6.028034045618584,All Results
2022-05-28,7.406295669285976,7.186585351964393,6.617413716863831,6.859128068206754,8.454304847964869,All Results
2022-06-04,6.860424428148275,7.188061958858602,4.419682899139588,6.7495195344833245,10.048819449757342,All Results
2022-06-11,6.719321043196045,6.829652223646105,3.038041052210632,6.447990560040877,9.865396762524515,All Results
2022-06-18,6.378288404083396,6.651015565371191,4.455739223728285,5.826518686057539,9.515484596987786,All Results
2022-06-25,6.818424335755163,7.133282654439609,3.206929806450412,6.089863421202109,11.056281155847817,All Results
2022-07-02,7.4856802823208515,7.884339445297646,4.316629967545604,6.175054753390774,12.186937980852372,All Results
