date,Midwest,National,Northeast,South,West
1/1/22,16.23587457814012,16.718723116953242,21.021465107817644,14.624984507067124,17.252016423534098
1/8/22,19.733570197429813,23.382905611434353,22.291833888036898,25.28360977,33.37473487795676
1/15/22,18.035032513236438,23.380048310141724,28.580094855465855,23.650532479389632,31.822039039743306
1/22/22,16.948687583412394,19.308186713991724,23.57253571859046,16.77290240066479,35.71472239
1/29/22,11.881812339253155,13.564419337308184,13.403670849982298,12.534998283904217,22.64087654516384
2/5/22,8.364985972675914,9.213488180845282,9.154445063144792,8.966078897333833,11.36979972980797
2/12/22,5.583365205809745,5.946715921601042,6.875762636729977,5.235018405,6.6169899090206385
2/19/22,4.017602916310168,3.9109744745339867,4.721872547244839,3.8037220393231883,3.6125571083694625
2/26/22,2.5793167221639823,2.571802752032108,3.4244122053087143,2.381262399862121,2.2356129716031665
3/5/22,1.8637730009487308,1.742959467,2.413702840741707,1.344798867516497,1.4549010444573631
3/12/22,1.7601695918582578,1.4736183011626238,1.5996897797846095,1.2274758558551624,1.065127124656298
3/19/22,1.3634828723887826,1.1995609774947837,1.3768508086976476,1.0366755022513607,0.8916208933202531
3/26/22,1.5003239241835122,1.2550109879111606,3.6866276892497423,0.9984690954273481,0.9051943461198892
4/2/22,1.2316667515426423,1.242170233271027,4.531248281159188,1.1257860664621464,1.0697633013188024
4/9/22,1.4886774127172715,1.5653596323600287,6.267133922812533,1.4473790426520172,1.295587981727566
4/16/22,2.1005159966801794,2.0890455933283008,5.225776156167477,1.778641855841579,1.8822850282826071
4/23/22,2.9854804444478322,3.1905125267201746,7.544533584664063,2.8996697023008897,2.9684371338974187
4/30/22,4.324033730927657,3.8741571995849733,9.198803989679016,2.9358181627502553,2.6098469754859437
5/7/22,5.195443161774301,4.942884814630867,9.017534274787259,3.9641626999998043,3.9965231960621947
5/14/22,6.5159526084217925,5.785379723212185,5.775773654584254,4.879189803756914,5.219059012957839
5/21/22,6.868693494353866,6.651011015,7.281913030231275,6.104015818262104,5.961267249
5/28/22,7.406295669285976,7.139770432340651,6.617413716863831,6.867647933062809,8.189266428483945
6/4/22,6.882122310131369,7.123997025585108,4.419682899139588,6.7495195344833245,9.749288624
6/11/22,6.723923588393943,6.820274971096861,3.038041052210632,6.447990560040877,9.783699243149071
