date,Midwest,National,Northeast,South,West,date_period
2022-01-01,16.23587457814012,16.843823225338788,21.021465107817644,14.309939960013772,17.684221687314256,All Results
2022-01-08,19.733570197429813,23.35904067478034,22.291833888036898,24.753049296671612,35.76881327074638,All Results
2022-01-15,18.035032513236438,23.40322220806365,28.580094855465855,23.628985161173222,35.22107534621942,All Results
2022-01-22,16.948687583412394,19.418290625856883,23.57253571859046,15.86637976646324,36.7267306057539,All Results
2022-01-29,11.881812339253155,13.728127920850664,13.403670849982298,11.43522235369814,23.270745073935714,All Results
2022-02-05,8.364985972675914,9.264316558783504,9.154445063144792,8.631504626599902,12.55562343098518,All Results
2022-02-12,5.583365205809745,5.940412276209988,6.875762636729977,5.103905434601963,6.650180100354854,All Results
2022-02-19,4.017602916310168,3.9250357346921745,4.721872547244839,3.7027385655359573,3.684835593871261,All Results
2022-02-26,2.5793167221639823,2.564288781900234,3.4244122053087143,2.372168652836635,2.3255895467359906,All Results
2022-03-05,1.8637730009487308,1.7333769501048573,2.413702840741707,1.3242857088133517,1.4006695824646844,All Results
2022-03-12,1.7601695918582578,1.4719826676711965,1.5996897797846095,1.1945224248310682,1.0474342024050538,All Results
2022-03-19,1.3634828723887826,1.1997409615197256,1.3768508086976476,1.0309574554936414,0.880701511333042,All Results
2022-03-26,1.5003239241835122,1.254690653310886,3.6866276892497423,0.9906449521128251,0.879193310549361,All Results
2022-04-02,1.2316667515426423,1.2303362968911742,4.531248281159188,1.1255307984421097,1.0621603542942326,All Results
2022-04-09,1.4886774127172715,1.5753091690491052,6.267133922812533,1.4533729744505037,1.3058019974066621,All Results
2022-04-16,2.1005159966801794,2.0776683816051644,5.225776156167477,1.7198281575697205,1.8822850282826071,All Results
2022-04-23,2.9854804444478322,3.173440960328487,7.544533584664063,2.859059113577659,2.9938526067436806,All Results
2022-04-30,4.324033730927657,3.8646794960798365,9.198803989679016,2.639246192952336,2.6500230530008024,All Results
2022-05-07,5.195443161774301,4.947981629886092,9.017534274787259,3.889026911194955,4.077821102708457,All Results
2022-05-14,6.5159526084217925,5.783177456854313,5.775773654584254,4.821674193709051,5.219059012957839,All Results
2022-05-21,6.868693494353866,6.685018902207007,7.281913030231275,6.055563855270043,6.056271954594809,All Results
2022-05-28,7.406295669285976,7.186585351964393,6.617413716863831,6.867647933062809,8.454304847964869,All Results
2022-06-04,6.882122310131369,7.188061958858602,4.419682899139588,6.7495195344833245,10.22745589260704,All Results
2022-06-11,6.723923588393943,6.83305746708665,3.038041052210632,6.447990560040877,9.896627848607235,All Results
2022-06-18,6.379500096977927,6.673634235374695,4.455739223728285,5.826518686057539,9.599515245154288,All Results
2022-06-25,6.818424335755163,7.133282654439609,3.2198094428833093,6.089863421202109,11.056281155847817,All Results
2022-07-02,7.540312261880711,7.887318534941848,4.316629967545604,6.175054753390774,12.186937980852372,All Results
2022-07-09,9.487531436224664,9.272788031255578,5.080298087161966,8.084171659337876,12.488354330632232,All Results
2022-07-16,8.694269987689653,8.860525434295685,5.758972929322409,8.797895643829845,11.012231177884459,All Results
2022-07-23,9.6454070395121,9.536430304678909,6.842072021401501,9.207799651342757,11.144027635059427,All Results
2022-07-30,10.173756565623222,8.857882889406902,5.125393164811783,8.682046832124158,9.386507826756008,All Results
2022-08-06,9.878898380970458,7.900330285935948,5.278755332183917,8.384014912331704,7.215589693264448,All Results
2022-08-13,9.153607786873287,7.207669562450935,6.245069187019014,7.07894223114326,6.22313139520542,All Results
2022-08-20,8.432088112170915,6.766628897076612,5.8834208234251255,6.402123926609308,5.648682682835862,All Results
2022-08-27,7.906733679499281,6.529588356944103,6.0257327577063675,6.4531173147491465,5.378881286405679,All Results
2022-09-03,6.525431206873185,5.824457541847335,5.4261708956783075,6.0035923743869954,4.8245392617853,All Results
2022-09-10,6.322071720518519,5.537035790282546,6.042742334017712,5.846062654167547,4.4930967097326775,All Results
2022-09-17,5.733579277286517,5.124635835382729,6.6480713756678105,4.647879224192706,4.401908250262399,All Results
2022-09-24,4.274949412335341,4.583735347130733,4.738402720899522,4.46439751063697,4.92840875853566,All Results
