year,month,day,data,median,LB,UB
2024,11,9,1.794500001,1.794500001,1.794500001,1.794500001
2024,11,16,1.78549785433657,1.46275727676707,0.580623507172383,2.40791878719419
2024,11,23,1.90471976511371,1.80981075295139,0.942943144815781,2.69797579114925
2024,11,30,1.80781173130696,2.26506456649227,1.42705566414106,3.12366630283579
2024,12,7,2.84468366344353,2.82872294903053,1.98141971381904,3.70728162050422
2024,12,14,3.59753783067015,3.51666350104837,2.69006183355869,4.38137283242011
2024,12,21,4.10857766674566,4.25198952086594,3.36199430152793,5.12713314251225
2024,12,28,4.98274504143952,4.92240962177263,4.01906109086548,5.80710821948962
2025,1,4,5.57104928668415,5.38182521795329,4.51246796574254,6.28401588175025
2025,1,11,5.41241944170265,5.54735392119586,4.55198132003268,6.62868373991302
2025,1,18,NaN,5.40455240183503,4.04913556315087,7.05599661746496
2025,1,25,NaN,4.90299323235163,3.2380861157362,7.84660693168602
