Date,data,median,LB,UB
2024-09-28,4.21,4.15,3.96,4.33
2024-10-05,2.68,2.8,2.65,2.95
2024-10-12,2.23,2.17,2.03,2.31
2024-10-19,2.08,2.09,1.95,2.23
2024-10-26,2.19,2.17,2.03,2.32
2024-11-02,2.25,2.21,2.06,2.36
2024-11-09,2.11,2.18,2.04,2.32
2024-11-16,2.25,2.19,2.05,2.33
2024-11-23,2.22,2.26,2.11,2.41
2024-11-30,2.4,2.38,2.2,2.57
2024-12-07,3.67,2.54,2.01,3.07
2024-12-14,5.07,2.69,1.75,3.62
