year,month,day,data,median,LB,UB
2024,11,16,1.32712421902062,1.32712421902062,1.32712421902062,1.32712421902062
2024,11,23,1.67269971801935,1.21272485275934,0.719523414559294,1.72445060214659
2024,11,30,1.48173870863234,1.74315177114461,1.22419283242723,2.25779642684658
2024,12,7,2.30166230486876,2.30834665939475,1.80559551276639,2.81003618105878
2024,12,14,2.82600783276626,2.88603855061364,2.38066869627002,3.37628872635902
2024,12,21,3.41215982981469,3.40430191573156,2.91914785912632,3.91902022600257
2024,12,28,3.78686107245156,3.84159422664126,3.32455381848333,4.33704901823515
2025,1,4,4.30792464965769,4.14876104359098,3.63798223736793,4.6448509081987
2025,1,11,4.337467099,4.30674037193424,3.80590701618461,4.80774120438584
2025,1,18,4.25364798389481,4.32134449345966,3.74395462896629,4.8886434784397
2025,1,25,4.6098694799277,4.19781010677649,3.44627008478107,5.03690798723669
2025,2,1,4.81441791411292,3.97443036892299,3.00169756194715,5.14089426331259
