means,lower.10.,lower.20.,lower.30.,lower.40.,lower.50.,lower.60.,lower.70.,lower.80.,lower.90.,lower.95.,lower.98.,upper.10.,upper.20.,upper.30.,upper.40.,upper.50.,upper.60.,upper.70.,upper.80.,upper.90.,upper.95.,upper.98.
10.13,9.97,9.81,9.65,9.47,9.28,9.07,8.83,8.52,8.06,7.67,7.21,10.29,10.45,10.61,10.79,10.98,11.19,11.43,11.74,12.2,12.59,13.05
10.13,9.97,9.81,9.65,9.47,9.28,9.07,8.83,8.52,8.06,7.67,7.21,10.29,10.45,10.61,10.79,10.98,11.19,11.43,11.74,12.2,12.59,13.05
