year,month,day,data,median,LB,UB
2024,10,26,2.27231634738319,1.27231634738319,1.27231634738319,1.27231634738319
2024,11,2,2.33037530305185,1.97856325072635,0.322948653224248,3.60729319027945
2024,11,9,2.15655122443094,2.20814336903458,0.703279144920974,3.69391161219867
2024,11,16,2.33018470329565,2.50218215221997,1.04378391248391,3.90819908378029
2024,11,23,2.38183334604427,2.95473330826217,1.53996725665424,4.37388038062455
2024,11,30,2.60418271086354,3.56744536765956,2.14109721050525,4.99231065056834
2024,12,7,3.89115998518944,4.4177582927106,2.88871734255647,5.84951831078191
2024,12,14,5.38739160024136,5.52908731184603,3.83515773096862,7.00847862447121
2024,12,21,6.7666198209485,6.92539094380391,5.12998633375712,8.48499946087832
2024,12,28,7.71662143815128,8.60379211605335,6.13178219674433,10.7734940811952
2025,1,4,9.08987229893195,10.3491328813205,6.41273274153884,14.669764194198
2025,1,11,7.74892122340799,11.9622928068587,6.33630567296198,20.3589608646456
