Date,data,median,LB,UB
2024-08-31,9.27,8.36,6.99,9.77
2024-09-07,7.97,7.49,6.05,8.97
2024-09-14,6.73,6.63,5.22,8.02
2024-09-21,5.37,5.76,4.27,7.14
2024-09-28,4.03,4.89,3.59,6.31
2024-10-05,3.18,4.03,2.57,5.42
2024-10-12,2.15,3.16,1.69,4.66
2024-10-19,2.18,2.3,0.84,3.76
2024-10-26,1.93,1.43,0.02,2.9
2024-11-02,1.79,0.56,0,2.01
2024-11-09,1.41,0,0,1.06
2024-11-16,1.24,0,0,0.17
