means,lower.10.,lower.20.,lower.30.,lower.40.,lower.50.,lower.60.,lower.70.,lower.80.,lower.90.,lower.95.,lower.98.,upper.10.,upper.20.,upper.30.,upper.40.,upper.50.,upper.60.,upper.70.,upper.80.,upper.90.,upper.95.,upper.98.
1.36,1.35,1.34,1.33,1.32,1.3,1.29,1.27,1.25,1.21,1.19,1.15,1.37,1.39,1.4,1.41,1.42,1.44,1.46,1.48,1.51,1.54,1.57
1.36,1.35,1.34,1.33,1.32,1.3,1.29,1.27,1.25,1.21,1.19,1.15,1.37,1.39,1.4,1.41,1.42,1.44,1.46,1.48,1.51,1.54,1.57
