year,month,day,data,median,LB,UB
2024,5,4,1.3019763975791,1.3019763975791,1.3019763975791,1.3019763975791
2024,5,11,1.36394584307254,0.530043887213132,-0,1.51822967033667
2024,5,18,1.39591873369177,0.721900373890639,-0,1.72170364631565
2024,5,25,1.59364737985514,1.00270333385278,0.0114643459912473,1.96832846607023
2024,6,1,1.84182692376035,1.36879058062558,0.359137897218532,2.37973402252282
2024,6,8,2.011125718,1.84151923143545,0.834177744347226,2.87749837282425
2024,6,15,2.38835378161301,2.45659640205407,1.44163858624725,3.43717370225627
2024,6,22,3.29382589783851,3.22793581791548,2.21906185168161,4.25606632661359
2024,6,29,3.910314998466,4.18347288052749,3.13319216920705,5.2214145198242
2024,7,6,4.85323055520001,5.30572933577309,4.25144122371744,6.3303125714025
2024,7,13,6.18879785275965,6.53047639891798,5.47137046205786,7.58329863465188
2024,7,20,7.69704307508684,7.81294336372146,6.7698717754104,8.91675861231331
2024,7,27,9.12267611930299,9.0454876940384,7.96792514958886,10.094796449977
2024,8,3,10.5880046563349,10.0118391835756,8.9466662932008,11.1080835144044
2024,8,10,10.9668354816256,10.5953932710736,9.45690284202539,11.6464610493895
2024,8,17,10.1052470520575,10.6647246525215,9.44248788857896,11.9202717305792
2024,8,24,NaN,10.2383267560336,8.83748034417499,11.7933792550842
2024,8,31,NaN,9.30006565474799,7.71961905563227,11.5103155272206
