date,Midwest,National,Northeast,South,West
5/4/24,1.4699830715827769,1.335725434687433,1.2956574274533392,1.3337940543590847,1.234891045
5/11/24,1.3956512524177602,1.3715894226963536,1.2586936153398467,1.3415675142240477,1.6969034465606123
5/18/24,1.3706906597278954,1.530793137459497,1.3017946246217655,1.3922462323804092,2.167855393552637
5/25/24,1.4474553130030599,1.6679010492235298,1.3554911416697317,1.595922684602042,2.763459664724744
6/1/24,1.7122075253481344,1.9096498385185485,1.2868470267773366,1.8391800684019222,3.462806918511151
6/8/24,1.8273383886266348,2.1695539731195708,1.290528090511228,2.0245566126899686,4.256293715463052
6/15/24,2.1305401167294438,2.4218406322974317,1.6326375950007241,2.3947426959247133,4.4166047088251394
6/22/24,2.438112896992091,3.019981691419485,1.812951345860157,3.3245694971004616,6.853546775415557
6/29/24,2.863013364671546,3.8367927874058783,2.658469682067904,3.9103149984659957,7.364983421755218
7/6/24,3.2501892877252727,4.490314809147731,2.770284226237071,4.639233545,7.184350959579035
7/13/24,4.512927414112551,5.468771859671479,3.4638549270124224,5.771469356909657,9.433656325
7/20/24,5.064799867137409,6.113039281499873,3.981818328910914,7.589445461264704,9.703078943642707
7/27/24,5.914162530373069,6.714238637920012,4.270798583205259,8.315861484849117,10.58386198603521
8/3/24,6.993892313504712,7.949840440043396,5.394524853185959,10.14597125,12.456174554888145
8/10/24,6.405013226427534,8.201814115621307,5.9938684707682945,10.387889074326822,11.662591284351777
8/17/24,7.041928389647383,7.923707694508961,6.583580957674939,9.439358973065787,10.94587497029597
8/24/24,8.213080972143603,8.209957789,6.083131343562078,9.833595436706304,9.204971314308391
8/31/24,8.209868006,7.701016885698319,5.5886793316387635,8.897854867203293,9.249826379449068
9/7/24,7.775687741869081,7.4856173400202035,4.670562339553316,7.720927511061101,10.75065152305455
,,,,,
,,,,,
