date,Midwest,National,Northeast,South,West
5/4/24,1.4699830715827769,1.3312541534872606,1.2913577444556283,1.324565718674041,1.234891045
5/11/24,1.393638962215494,1.364568684953574,1.2608814434238869,1.3339119946101796,1.668271981
5/18/24,1.3706906597278954,1.5296572616428368,1.3074786432672236,1.3922462323804092,2.1317038446721823
5/25/24,1.451205153823813,1.6679010492235298,1.3485067532115933,1.569170600101271,2.7061281494797784
6/1/24,1.7126769245259112,1.9196465267735272,1.2868470267773366,1.8184410776040953,3.462806918511151
6/8/24,1.8273383886266348,2.182508301295843,1.3134884018481452,2.0445821222783978,4.260005049712997
6/15/24,2.1303293625790913,2.435796349356761,1.626336957496103,2.4456478878234913,4.418208330137432
6/22/24,2.4150619474407033,3.0138146731451627,1.807407957599009,3.27072398,6.879777602778541
6/29/24,2.870875182,3.827272520071471,2.6601998116038725,3.970879839488801,7.175387152250726
7/6/24,3.292357127031482,4.447756676424531,2.838075340546341,4.599449337342172,7.124143789003283
7/13/24,4.5809247547761345,5.476937197,3.4638549270124224,5.839661053731842,9.532306175618604
7/20/24,5.064799867137409,6.166558413871416,3.9187361423961855,7.591448437493616,9.620998981752827
7/27/24,5.904697602589089,6.661786776175179,4.257951329359804,8.714442394240544,10.499815359552208
8/3/24,7.004748909104755,8.045610867,5.378725677485883,10.31307102332109,12.055534414693208
8/10/24,6.383282829821342,8.222365696122223,5.946764194360778,10.37224457881053,11.662591284351777
8/17/24,6.964271711521622,7.937802818965551,6.557914637308539,9.439358973065787,10.894706418392477
8/24/24,8.209957789,8.198974340813665,6.022867606241582,9.870328052299568,9.102866462562634
8/31/24,8.452911047588792,7.776318323,5.667882474607778,8.948979752590354,9.249826379449075
9/7/24,7.771902542294979,7.375129653235615,4.612935214315445,7.720927511061101,10.225406509465536
9/14/24,7.315127812059124,6.655678919047137,4.283961148,6.691304597186898,7.570140686184672
9/21/24,5.6012936791015715,5.2812205813309445,3.936694332777896,5.282729077,5.680244280281132
9/28/24,4.221087145054791,3.950164005,2.6764099581922314,3.913384845234591,4.877033898
10/5/24,2.6825566937074683,2.8019903809311764,1.2854178961194844,2.931666577723275,3.4320755916794736
