year,month,day,data,median,LB,UB
2024,8,24,6.11533789504677,6.11533789504677,6.11533789504677,6.11533789504677
2024,8,31,5.7383541938568,5.60232632729143,4.53067130338335,6.65978135479674
2024,9,7,4.76826301679094,5.04707732400772,4.09440265367993,5.96930172815891
2024,9,14,4.466037299,4.34603253893946,3.41926217193284,5.28325093357093
2024,9,21,3.97648729942852,3.64077500483862,2.70041201119852,4.55962456809607
2024,9,28,3.03879370198289,2.99071921797511,2.04910281783025,3.90272009832105
2024,10,5,1.59318045846498,2.42710205687202,1.51376130416674,3.32642439717845
2024,10,12,2.11738933417387,1.93333621707242,1.02829229892696,2.87885189275493
2024,10,19,1.6815674971579,1.56741967975868,0.661873847765975,2.50537271355015
2024,10,26,1.56660222940549,1.24783408440168,0.336524423469459,2.21139624932484
2024,11,2,1.14535265410249,0.991704615971959,0.06206882878091,1.92724168425995
2024,11,9,1.03929420580132,0.791480784929526,-0,1.71465237704911
