means,lower.10.,lower.20.,lower.30.,lower.40.,lower.50.,lower.60.,lower.70.,lower.80.,lower.90.,lower.95.,lower.98.,upper.10.,upper.20.,upper.30.,upper.40.,upper.50.,upper.60.,upper.70.,upper.80.,upper.90.,upper.95.,upper.98.
6.72,6.64,6.55,6.47,6.37,6.27,6.16,6.03,5.87,5.63,5.42,5.18,6.8,6.89,6.98,7.07,7.17,7.28,7.41,7.57,7.81,8.02,8.26
6.72,6.61,6.5,6.39,6.27,6.14,6,5.83,5.62,5.31,5.04,4.73,6.82,6.93,7.04,7.16,7.29,7.43,7.6,7.81,8.12,8.39,8.7
