means,lower.10.,lower.20.,lower.30.,lower.40.,lower.50.,lower.60.,lower.70.,lower.80.,lower.90.,lower.95.,lower.98.,upper.10.,upper.20.,upper.30.,upper.40.,upper.50.,upper.60.,upper.70.,upper.80.,upper.90.,upper.95.,upper.98.
1.21,1.19,1.16,1.13,1.11,1.08,1.05,1.01,0.96,0.89,0.83,0.76,1.23,1.26,1.28,1.31,1.34,1.37,1.41,1.46,1.53,1.59,1.66
1.21,1.18,1.14,1.1,1.07,1.02,0.98,0.92,0.86,0.76,0.67,0.57,1.24,1.28,1.32,1.35,1.4,1.44,1.5,1.56,1.66,1.75,1.85
