means,lower.10.,lower.20.,lower.30.,lower.40.,lower.50.,lower.60.,lower.70.,lower.80.,lower.90.,lower.95.,lower.98.,upper.10.,upper.20.,upper.30.,upper.40.,upper.50.,upper.60.,upper.70.,upper.80.,upper.90.,upper.95.,upper.98.
7.56,7.47,7.38,7.28,7.18,7.07,6.95,6.81,6.64,6.37,6.15,5.88,7.65,7.74,7.84,7.94,8.05,8.17,8.31,8.48,8.75,8.97,9.24
7.56,7.43,7.3,7.17,7.03,6.87,6.7,6.5,6.25,5.88,5.56,5.19,7.69,7.82,7.95,8.1,8.25,8.42,8.62,8.87,9.24,9.56,9.93
