means,lower.10.,lower.20.,lower.30.,lower.40.,lower.50.,lower.60.,lower.70.,lower.80.,lower.90.,lower.95.,lower.98.,upper.10.,upper.20.,upper.30.,upper.40.,upper.50.,upper.60.,upper.70.,upper.80.,upper.90.,upper.95.,upper.98.
5.38,5.18,4.99,4.79,4.57,4.34,4.09,3.79,3.41,2.86,2.38,1.82,5.57,5.76,5.97,6.18,6.41,6.66,6.96,7.34,7.89,8.37,8.94
5.38,5.1,4.83,4.54,4.24,3.92,3.55,3.13,2.6,1.82,1.13,0.34,5.65,5.92,6.21,6.51,6.84,7.2,7.62,8.15,8.94,9.62,10.41
