Date,data,median,LB,UB
2024-07-20,9.63,9.58,8.32,10.85
2024-07-27,10.46,10.8,9.83,11.77
2024-08-03,12.05,11.63,10.7,12.55
2024-08-10,11.37,11.5,10.58,12.42
2024-08-17,10.82,10.45,9.5,11.39
2024-08-24,8.8,9.42,8.47,10.37
2024-08-31,9.13,9.41,8.49,10.33
2024-09-07,10.17,9.23,8.3,10.15
2024-09-14,7.39,7.81,6.84,8.79
2024-09-21,5.38,5.38,4.12,6.65
2024-09-28,4.88,2.76,0,5.83
2024-10-05,3.67,0.14,0,5.31
