means,lower.10.,lower.20.,lower.30.,lower.40.,lower.50.,lower.60.,lower.70.,lower.80.,lower.90.,lower.95.,lower.98.,upper.10.,upper.20.,upper.30.,upper.40.,upper.50.,upper.60.,upper.70.,upper.80.,upper.90.,upper.95.,upper.98.
6.86,6.72,6.58,6.44,6.29,6.12,5.94,5.72,5.45,5.05,4.71,4.31,7,7.14,7.29,7.44,7.6,7.79,8,8.27,8.67,9.02,9.42
6.86,6.72,6.58,6.44,6.29,6.12,5.94,5.72,5.45,5.05,4.71,4.31,7,7.14,7.29,7.44,7.6,7.79,8,8.27,8.67,9.02,9.42
