year,month,day,data,median,LB,UB
2024,10,12,2.18677666490749,2.18677666490749,2.18677666490749,2.18677666490749
2024,10,19,2.12914429406457,1.95546152850269,0.598001209245979,2.89848368791212
2024,10,26,1.9451326368323,1.95805473699606,0.713410644536081,2.89306459589669
2024,11,2,1.78494688912129,1.89342632791138,0.793406949985081,2.82353749836032
2024,11,9,1.4541618122232,1.80076219933333,0.819214242466245,2.88659138251713
2024,11,16,1.29312202513786,1.68154493563955,0.766351535105382,2.82311640034667
2024,11,23,1.55441534273049,1.57907638689382,0.642923906053527,2.85446403115116
2024,11,30,1.31514366668563,1.68339865149313,0.612386007766862,3.02223419304636
2024,12,7,2.32844041498012,2.03464645581871,0.61961439760538,3.51062978951249
2024,12,14,2.72935366838255,2.40889565774176,0.959061662745695,3.76931254394839
2024,12,21,3.49336060921235,2.43464987513364,0.894506015708521,4.27013849163393
2024,12,28,4.15694014052531,2.41668494724243,0.943793652284744,5.43882047348862
