Date,data,median,LB,UB
2024-07-06,2.77,2.81,2.49,3.12
2024-07-13,3.46,3.39,3.16,3.63
2024-07-20,3.98,3.9,3.68,4.13
2024-07-27,4.27,4.52,4.29,4.74
2024-08-03,5.39,5.3,5.08,5.53
2024-08-10,5.99,6.04,5.81,6.27
2024-08-17,6.58,6.38,6.16,6.61
2024-08-24,6.08,6.18,5.96,6.41
2024-08-31,5.59,5.55,5.32,5.79
2024-09-07,4.67,4.71,4.4,5.03
2024-09-14,4.35,3.82,3.11,4.53
2024-09-21,3.39,2.93,1.76,4.1
