means,lower.10.,lower.20.,lower.30.,lower.40.,lower.50.,lower.60.,lower.70.,lower.80.,lower.90.,lower.95.,lower.98.,upper.10.,upper.20.,upper.30.,upper.40.,upper.50.,upper.60.,upper.70.,upper.80.,upper.90.,upper.95.,upper.98.
5.55,5.45,5.35,5.24,5.13,5.01,4.88,4.72,4.53,4.24,3.99,3.69,5.65,5.75,5.85,5.96,6.08,6.22,6.37,6.57,6.86,7.11,7.4
5.8,5.67,5.54,5.41,5.27,5.12,4.96,4.76,4.52,4.15,3.84,3.47,5.92,6.05,6.18,6.32,6.47,6.64,6.83,7.08,7.44,7.76,8.12
