Date,data,median,LB,UB
2024-06-29,6.9,8.36,6.7,10.03
2024-07-06,7.33,8.69,7.28,10.1
2024-07-13,9.92,9.02,7.83,10.21
2024-07-20,9.74,9.35,8.34,10.36
2024-07-27,10.34,9.68,8.77,10.59
2024-08-03,12.16,10.01,9.1,10.92
2024-08-10,11.74,10.34,9.33,11.35
2024-08-17,11.03,10.67,9.48,11.86
2024-08-24,9.57,11,9.58,12.41
2024-08-31,9.72,11.33,9.66,12.99
2024-09-07,11.01,11.66,9.72,13.59
2024-09-14,8.93,11.99,9.77,14.2
