year,month,day,data,median,LB,UB
2024,11,2,2.25252360140498,2.25252360140498,2.25252360140498,2.25252360140498
2024,11,9,2.17728352535069,1.90280739906256,0.886440848875259,2.9416244064743
2024,11,16,2.30632892475987,2.07943269919549,1.04769205833409,3.09807758804567
2024,11,23,2.33762330331798,2.20377974541825,1.0938769607291,3.22109195296052
2024,11,30,1.67141605110989,2.41306018980552,1.17823995301632,3.48612777725851
2024,12,7,2.91269011156031,2.79423490978857,1.76583986437477,3.86957564672345
2024,12,14,3.17623865797191,2.97415522898051,1.98139394112048,4.04680913557156
2024,12,21,2.80825038471524,3.09603410406489,2.10839286102597,4.14732844746565
2024,12,28,3.18892972506537,3.19875766241623,2.14133506707055,4.27857536741826
2025,1,4,3.5087371523731,3.27925059320315,2.2303972336084,4.38385403532959
2025,1,11,3.25011036377995,3.34629858424935,2.19777211864676,4.60437673717504
2025,1,18,2.55694175645378,3.38709785144636,2.15282791106963,4.88323574062024
